GeneID	GSM8179760	GSM8179762	GSM8179763	GSM8179764	GSM8179766	GSM8179767	GSM8179768	GSM8179769	GSM8179770	GSM8179772	GSM8179774	GSM8179775	GSM8179778
100287102	6	22	12	3	30	10	33	15	28	43	16	53	13
653635	163	223	116	156	247	148	722	133	145	272	259	965	397
102466751	2	3	2	2	3	4	17	1	2	6	3	20	7
107985730	0	0	0	0	0	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0	0	0	0	0	0
645520	0	0	0	0	1	0	0	0	0	0	0	1	0
79501	0	0	0	0	0	0	0	0	0	0	0	0	0
100996442	73	121	83	56	76	16	58	74	77	100	75	116	69
729737	926	2160	1409	1103	2164	513	1642	1495	1273	2264	1743	1946	993
102725121	7	25	10	4	26	10	26	14	27	41	12	50	16
102723897	157	246	144	158	284	144	787	137	145	313	242	1080	411
102465909	2	3	2	2	3	3	19	1	1	6	3	20	6
107985721	0	0	0	0	1	0	0	0	0	0	0	1	1
112268260	8	11	8	3	5	1	4	3	8	7	10	15	10
729759	0	0	0	0	0	0	0	0	0	0	0	0	0
100132287	405	936	543	486	858	245	645	615	631	918	722	844	484
105378947	1	2	0	1	0	0	1	1	0	1	1	1	0
101928626	0	0	0	0	0	0	0	0	0	0	0	0	0
113219467	796	1707	682	1061	2533	814	798	756	742	2252	1072	1836	675
81399	1	3	1	1	1	0	1	4	1	2	1	1	1
100133331	390	861	512	456	806	262	583	581	636	893	653	825	461
107984841	44	88	50	47	75	18	40	51	68	80	53	92	49
107984847	61	159	52	37	76	15	45	46	123	145	83	159	51
107984849	16	27	19	17	18	5	15	19	19	30	20	28	13
100288069	58	83	49	43	50	15	36	52	64	64	56	76	43
105378580	10	8	6	7	4	1	8	4	5	7	7	17	17
400728	3	8	6	5	4	1	7	2	9	5	3	7	7
79854	4	11	3	2	7	3	26	5	5	7	10	29	18
643837	105	145	66	71	113	58	153	85	55	104	90	216	163
107984850	5	1	0	0	2	1	4	1	0	1	0	6	4
284593	1	1	1	1	2	0	2	0	1	4	1	4	5
284600	0	0	0	0	0	0	1	1	0	1	0	0	0
100130417	0	0	0	0	0	0	0	0	0	0	1	0	0
107985728	0	0	0	0	0	0	0	0	0	0	0	0	0
148398	21	38	8	12	36	18	33	14	18	28	22	49	16
26155	393	658	216	313	529	230	651	267	308	512	369	800	365
339451	24	66	51	70	86	71	225	31	14	102	76	229	103
84069	2	6	2	5	8	4	6	3	4	8	10	15	6
84808	0	1	1	0	2	1	1	1	0	1	3	2	1
57801	27	9	1	27	12	10	77	2	1	12	9	15	14
9636	938	590	435	1850	326	337	588	266	536	323	428	261	656
375790	64	46	27	109	49	34	65	17	34	62	37	82	35
100288175	1	5	2	2	4	2	9	3	1	3	3	8	4
112267874	5	1	1	2	3	2	6	3	2	2	1	11	3
105378948	7	7	8	12	23	14	53	10	7	11	11	65	24
401934	0	0	0	0	0	0	0	0	0	0	0	1	0
54991	53	109	53	70	97	60	230	49	33	105	83	204	81
254099	0	1	3	0	1	4	2	1	1	4	1	21	6
406984	0	0	0	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0	0	0	1	0
100506376	0	2	0	0	1	0	2	1	1	2	1	3	2
254173	0	3	0	0	1	5	2	4	2	2	3	9	2
8784	15	62	10	22	22	50	90	33	17	36	47	107	89
7293	13	57	18	19	34	73	156	44	36	51	58	178	83
51150	1027	1790	603	853	1428	827	1774	956	898	1154	1251	2224	1226
126792	151	337	83	121	193	115	207	132	129	139	129	319	260
388581	7	3	0	0	7	1	7	1	0	3	2	8	3
118424	350	755	263	326	475	278	583	330	332	500	465	649	469
101928895	5	6	6	9	4	5	30	2	2	13	9	58	12
6339	12	23	33	16	40	27	125	11	9	28	34	104	47
116983	204	342	190	271	491	289	874	194	142	578	393	1055	317
102465434	0	0	0	0	0	0	0	0	0	0	0	0	0
109623456	0	3	3	3	2	1	10	2	2	3	1	11	2
126789	54	90	41	46	73	61	134	60	45	71	63	134	86
54973	547	924	330	486	878	383	1167	440	443	885	640	1461	792
102465435	1	1	1	0	0	0	1	0	1	0	1	2	0
80772	159	380	92	116	251	169	238	145	116	247	220	320	181
83756	6	12	8	6	17	7	40	5	4	12	12	44	8
1855	139	314	122	149	216	201	509	143	110	243	241	603	285
102466740	0	0	0	0	0	0	0	0	0	0	0	0	0
54587	23	39	37	28	24	18	65	15	7	50	26	103	35
54998	285	726	217	351	526	368	599	354	380	396	489	636	521
81669	821	1023	839	731	1231	661	3174	608	472	1398	1015	3289	2048
148413	193	394	124	173	258	143	362	172	177	255	228	484	249
55052	241	536	196	292	389	243	549	297	274	308	359	631	627
107984868	2	1	1	1	2	0	1	0	1	0	0	2	5
441869	0	1	0	1	1	1	1	1	1	1	3	3	0
105378585	0	0	0	0	0	2	0	0	0	0	0	0	1
643965	0	0	0	0	0	0	0	0	0	0	0	0	0
102724312	0	0	0	0	0	0	0	0	0	0	2	0	0
107985729	0	0	0	0	0	0	0	0	0	0	0	0	0
64856	0	0	0	0	1	0	0	0	0	0	0	0	0
219293	10	38	13	17	26	14	40	21	19	30	27	69	29
83858	92	197	146	128	239	125	521	111	80	291	172	572	346
55210	80	188	80	75	154	87	209	81	72	153	109	292	149
339453	1	0	0	0	1	0	0	4	1	3	4	2	1
29101	747	1453	540	599	898	553	1032	914	737	864	980	1447	1123
643988	39	60	21	37	48	39	52	32	43	54	44	64	44
105378586	2	1	0	0	1	1	2	0	2	1	1	0	1
142678	177	327	210	365	514	298	916	140	138	582	488	990	348
8510	20	34	31	42	54	25	87	14	17	60	54	80	43
984	675	980	383	492	791	274	1052	421	462	885	729	1294	504
728661	1194	1795	875	941	1170	675	2001	848	786	1548	1007	2562	1762
8511	2	10	10	14	18	11	32	3	5	15	17	25	17
728642	557	760	334	441	743	256	1021	328	364	738	643	1286	504
9906	677	919	645	519	1257	436	1115	464	644	873	519	2022	1209
112268218	226	385	117	227	362	78	254	184	224	276	254	257	149
65220	4553	6730	2178	4265	5559	1231	3937	3241	4275	4714	4472	4427	2245
2782	4744	6433	2148	3306	4868	1726	2553	3492	4015	4866	3949	4797	2527
105378949	0	1	1	3	1	0	2	0	1	2	0	4	0
163688	4	1	1	1	6	0	4	1	2	4	0	8	4
339456	1	0	0	0	0	1	2	1	0	0	0	0	0
85452	0	0	0	1	0	0	0	0	0	2	0	0	0
107984872	0	0	0	0	0	0	0	0	0	0	0	0	0
105378589	0	2	2	1	0	0	4	0	0	1	0	0	0
2563	0	0	1	1	0	2	3	0	0	5	0	0	2
105378590	0	0	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0	0	0
5590	159	340	112	123	242	109	310	163	157	198	155	317	293
100506504	14	28	19	19	39	21	103	19	21	33	19	57	60
199990	134	419	123	164	297	221	493	179	132	239	217	467	355
112268219	25	49	34	36	65	34	94	15	21	58	42	116	54
105378593	0	0	0	0	3	0	2	1	0	2	2	1	2
6497	818	1230	373	652	1001	371	711	549	719	1135	919	1246	506
79906	10	35	13	20	30	20	43	7	13	18	18	57	39
100129534	6	18	7	10	10	4	25	3	6	14	13	42	27
11079	933	1639	608	765	1262	637	1687	943	803	1166	1106	1997	1356
5192	85	189	59	77	140	104	202	89	73	136	117	248	158
9651	46	65	53	62	138	123	493	33	25	214	151	577	135
55229	272	530	174	269	382	192	516	224	239	371	299	593	364
388585	0	0	0	0	1	0	2	0	0	0	0	0	0
115110	90	147	92	119	169	105	370	85	88	190	154	376	161
8764	1406	2337	1091	1554	2387	1319	3973	1664	1203	2517	2296	4499	2554
100996583	7	22	9	8	5	4	25	5	6	14	11	31	30
127281	164	296	91	121	192	182	207	135	137	216	199	414	178
79258	19	43	12	12	24	25	23	12	20	20	27	39	23
105378597	0	0	0	1	0	0	1	0	0	0	0	2	2
100287898	14	13	9	7	11	9	30	8	1	9	13	55	25
105378603	0	0	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	1	0	0	0	0	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	0	0	0	0	0	0	0
63976	0	1	0	1	4	0	0	3	1	1	1	2	1
100422968	0	0	0	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	1	1	0	0	0	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0	0	0	0	0
105378604	0	1	0	1	0	0	1	1	0	0	0	0	0
27237	0	0	0	1	0	0	0	0	1	0	0	1	0
1953	327	468	320	329	530	279	900	198	215	510	417	1056	454
105378608	0	0	0	0	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	1	0	0	1	0
127262	958	1361	543	681	1150	480	800	867	884	993	941	1090	724
49856	185	394	132	194	314	125	422	205	209	269	229	440	261
7161	5	10	2	8	10	4	18	8	2	6	10	12	7
105378610	0	0	0	0	1	0	0	2	0	0	1	0	0
105378609	1	5	0	2	0	1	1	3	0	0	1	0	0
57212	147	258	166	154	210	119	444	119	109	232	172	587	427
148870	0	0	1	0	1	0	0	0	0	0	1	0	1
388588	102	24	40	27	18	533	7	51	67	145	31	31	102
57470	392	651	196	297	449	225	451	260	318	458	297	711	403
9731	252	407	142	167	260	123	373	159	210	219	209	450	256
1677	103	191	77	86	114	75	239	92	85	160	116	283	250
107984910	2	9	1	1	6	0	5	1	4	3	0	5	10
339448	221	319	142	167	208	176	511	187	187	266	225	476	366
100133612	1	2	1	2	1	1	5	2	2	1	1	9	2
728716	0	0	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0	0	0
107985376	73	45	17	46	52	79	17	55	27	60	26	26	9
55966	7	2	1	5	11	10	65	1	4	11	8	12	33
105376680	0	0	0	0	0	0	0	0	0	0	0	2	0
102724429	0	0	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0	0	0	0
261734	39	103	61	51	108	44	151	48	47	119	104	216	96
8514	2304	3638	1058	1726	3020	1324	2822	1897	2266	3185	2241	3938	1664
26038	5	2	0	2	2	2	2	1	1	4	3	2	6
105376687	0	0	0	0	0	0	0	0	0	0	0	0	0
6146	2534	5346	1591	1527	2824	1963	4119	1879	1766	2407	2506	5873	4764
107985733	1	0	0	0	0	0	1	0	0	1	0	1	1
102724450	0	0	0	0	0	0	0	0	0	0	0	0	0
388591	16	20	1	11	11	9	18	7	7	10	5	44	19
23463	274	454	172	214	254	168	276	198	237	364	279	507	259
148645	3	0	1	0	0	0	0	0	0	1	1	2	0
390992	0	0	0	0	0	0	0	0	0	0	0	0	0
387509	9	25	6	17	24	24	44	24	12	34	30	25	24
11332	64	97	22	42	91	58	79	36	59	92	43	78	49
54626	0	0	0	0	0	0	0	0	0	0	0	0	0
83715	207	101	106	113	94	277	124	107	58	248	186	345	74
100422975	0	0	0	0	0	0	0	0	0	0	0	0	0
8718	199	380	266	192	402	345	1487	202	134	421	359	1333	895
57449	17	16	3	13	30	35	23	11	8	17	27	125	44
79707	310	373	152	197	289	156	342	148	185	371	209	699	416
80835	0	0	1	1	0	0	0	2	0	0	1	0	1
107984912	0	0	0	0	0	0	0	0	0	0	2	0	0
3104	292	482	249	287	436	253	822	286	262	467	417	841	587
9903	890	1578	604	895	1561	493	1319	928	1105	1460	1194	1536	1178
107984913	0	3	2	2	0	2	4	1	1	1	2	2	5
148479	142	224	97	124	146	58	124	117	111	148	104	203	111
90326	168	307	107	123	216	162	313	148	116	173	174	446	277
55735	246	364	133	185	252	132	317	147	175	283	188	504	275
100505887	0	0	0	0	0	0	0	0	0	0	0	0	0
110841581	1	0	0	1	4	1	3	0	1	1	0	5	4
23261	91	116	56	62	91	75	125	98	79	97	74	197	181
105376692	0	0	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0	0	0
105376689	0	6	5	2	3	3	2	1	0	5	1	19	2
9341	796	1103	401	636	1058	337	553	778	913	919	814	1010	524
8863	84	78	59	41	65	29	42	49	53	43	127	108	85
10911	8	3	97	62	10	6	14	63	10	10	284	4	18
3604	248	80	25	28	76	25	91	53	161	108	107	100	90
11315	826	1587	479	697	1117	730	1187	999	867	1008	885	1673	1389
54206	7	5	3	4	8	2	6	3	4	10	9	13	12
107984915	0	0	1	0	0	0	0	0	0	0	0	0	0
102724539	0	0	0	0	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0	0	0	0	0
50651	4	6	4	6	9	6	15	2	5	5	5	10	2
473	1996	2174	1120	1649	2223	654	1718	955	1523	1940	1832	2430	951
102724552	24	32	23	18	38	18	65	14	19	41	31	80	38
106632271	0	0	0	0	0	0	0	0	0	0	0	0	0
2023	5080	8383	2629	3968	7339	2659	3264	4546	5191	5852	4844	9172	2826
102465436	0	0	0	0	0	0	0	0	1	0	0	1	0
100505975	3	1	1	2	1	0	5	0	1	2	1	7	1
112268261	167	193	49	52	80	63	109	47	62	38	41	127	204
765	31	47	16	10	64	21	106	20	39	11	12	41	63
155184	1	1	2	0	1	1	3	1	1	2	0	0	1
6518	23	54	32	23	17	18	30	35	32	29	30	100	38
80045	111	161	41	82	66	78	114	61	61	130	61	132	133
106614088	0	1	0	1	2	0	2	1	0	1	0	8	2
407040	0	0	0	0	0	0	0	0	0	0	0	0	0
102724571	0	0	0	0	0	0	1	0	0	0	0	0	0
9563	1008	1064	360	571	800	300	625	486	657	854	699	1447	752
80176	26	52	16	20	27	21	33	30	15	54	22	43	16
100506022	0	0	1	1	0	0	0	1	0	1	1	1	0
84275	31	45	25	36	35	29	41	24	22	19	32	65	59
199953	53	59	29	37	55	26	58	32	24	72	32	102	68
107985734	6	2	1	1	2	1	2	0	2	2	1	4	4
105376712	2	1	3	0	4	2	6	3	0	0	2	13	7
5293	5027	8302	3104	4578	7500	2258	5501	4655	4871	6366	5378	8066	3887
644997	25	31	11	17	24	16	20	20	24	16	20	22	18
101929074	3	4	1	0	2	2	3	1	2	1	1	6	4
22883	931	1313	456	644	1054	389	784	475	539	1326	709	1565	630
56998	179	297	102	147	242	134	225	164	210	160	191	337	245
105376717	3	9	2	2	4	5	6	6	7	7	8	6	11
84328	342	487	182	236	324	153	313	245	229	324	272	508	272
64802	143	174	71	97	176	45	97	127	125	162	105	154	148
113391335	1	1	0	1	0	0	0	0	1	0	1	0	0
100847055	0	0	0	0	0	0	0	0	0	0	0	0	0
116362	133	449	83	196	338	147	224	187	349	203	295	316	316
10277	676	993	312	478	764	216	403	391	555	740	603	886	428
23095	475	474	205	330	456	89	222	256	434	466	385	392	215
105376725	3	4	0	1	1	0	2	1	0	5	2	5	4
5226	2723	5581	1262	2916	4113	1027	2561	2499	3417	3047	3144	3506	1604
100526739	7	17	6	4	6	5	13	7	4	9	5	14	23
378708	8	28	7	9	6	8	15	6	4	9	6	22	31
1325	3	1	2	0	2	4	4	3	1	1	0	3	3
1676	250	434	144	156	287	126	252	193	201	310	193	427	299
5195	134	221	57	101	125	96	184	100	80	174	160	292	142
54897	113	164	56	93	87	57	122	48	62	142	91	155	100
105376733	0	0	0	0	0	0	0	0	0	0	0	0	0
105376735	0	0	0	0	0	0	1	0	0	1	0	0	0
148345	7	10	3	7	9	18	11	2	3	4	5	24	4
23435	996	1445	677	721	1089	406	1084	637	682	1117	821	2071	1005
10747	37	51	37	31	38	18	86	16	22	62	25	114	98
6723	286	687	235	215	344	314	435	296	237	352	292	666	470
5394	493	804	254	356	542	225	545	274	309	515	363	911	401
105376736	4	7	1	4	5	1	6	3	3	4	2	11	3
2475	600	800	335	429	539	259	639	314	342	704	485	1235	642
100873935	3	6	2	5	5	1	6	1	1	5	2	8	5
10218	0	0	0	0	0	0	0	0	1	0	0	1	0
29914	354	639	236	217	323	209	433	235	216	366	256	704	483
105376737	0	0	0	0	0	0	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0	0	1	0	0	0
57540	2	12	2	1	4	3	14	3	0	3	8	6	3
112268221	0	0	0	0	0	0	3	0	0	0	1	0	0
101929181	0	1	0	0	0	0	0	0	0	0	0	0	0
26232	6	36	16	21	19	26	40	32	14	26	24	42	14
93611	126	256	160	148	233	207	519	146	94	311	181	638	267
26270	162	230	121	347	181	98	174	167	177	206	171	245	149
10459	136	288	95	140	193	129	240	165	151	137	147	342	235
374946	13	12	18	24	34	26	33	11	9	20	26	54	17
57085	1168	1538	600	948	1701	678	1287	1573	1491	1911	1267	1823	1076
284498	67	104	39	59	81	53	97	53	61	75	66	135	80
102724659	1	0	0	0	0	0	0	0	0	0	0	0	0
4524	448	579	218	334	503	254	484	290	352	458	401	868	424
1185	177	174	99	147	205	115	211	103	119	190	133	555	231
100379251	20	38	22	30	34	24	40	15	18	29	24	105	37
4878	3	7	4	8	6	6	15	2	7	8	5	20	4
4879	0	0	0	0	0	0	0	0	0	0	0	0	0
26829	0	0	0	0	0	0	0	0	0	0	0	0	0
90231	718	1391	356	662	996	426	903	769	716	854	792	1177	809
5351	518	953	175	582	723	270	374	458	613	792	606	769	308
9927	1546	2204	651	1145	1674	403	744	717	1432	1449	1566	1835	736
60672	262	586	193	270	451	281	459	212	294	434	349	641	295
102466982	0	1	0	0	0	1	1	0	0	2	1	1	0
943	176	327	66	132	269	109	116	173	298	165	276	192	79
102465836	0	1	0	0	0	0	0	0	1	0	0	0	0
7133	9386	12884	3650	6538	10591	3736	4143	7805	10103	9873	7809	8420	3979
100616438	0	0	0	0	0	0	0	0	0	0	0	0	0
107984917	8	21	6	12	8	1	6	9	16	4	9	4	7
55187	1040	946	405	497	694	254	536	327	545	796	602	1433	701
677885	1	0	1	2	1	1	1	1	1	1	4	6	2
105376744	4	11	9	0	8	5	9	2	4	11	9	7	8
9249	154	402	97	114	265	165	287	176	111	168	236	335	240
102466722	0	0	0	1	0	0	1	0	0	0	0	0	1
343066	0	0	0	0	0	0	0	0	0	0	0	0	1
126767	0	0	0	0	0	0	0	0	0	0	0	0	0
93190	0	0	0	1	0	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0	0	0	0	0
343069	67	121	40	59	82	39	55	60	58	65	73	99	53
65122	0	0	0	0	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0	0	0	0	0
649330	0	0	1	0	0	0	0	0	0	0	0	1	2
441873	0	0	0	0	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0	0	0	0	0	0
440563	46	72	28	35	50	22	36	36	37	36	45	59	38
645354	0	0	0	0	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0	0	0	0	0
101060301	0	2	1	1	0	0	0	0	0	0	2	0	0
343070	0	0	0	0	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	0	0	0	0	0
126755	0	0	1	0	0	0	0	0	0	0	0	0	0
102724856	0	0	0	0	2	0	0	1	0	0	0	0	1
107984918	0	0	0	0	0	0	0	0	0	0	0	0	0
10630	0	0	0	0	0	1	0	0	0	0	0	0	0
107984919	0	0	0	0	0	0	0	0	0	0	1	0	0
105378612	0	0	0	0	0	0	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0	0	0	0	0
7799	966	1211	587	695	853	322	901	472	677	1035	762	1594	906
23254	56	69	33	46	66	6	59	64	94	53	63	39	64
107985467	0	0	0	0	0	1	0	0	0	0	0	0	0
107985468	0	0	0	0	0	0	0	0	0	0	0	0	0
105376762	0	0	0	0	0	0	0	0	0	0	0	0	0
105376759	0	0	0	0	0	0	0	0	0	0	0	0	0
107985469	0	0	0	0	0	0	0	0	0	0	0	0	0
200197	5	3	2	6	3	1	3	3	5	3	2	3	4
55092	11	26	3	6	16	2	9	15	21	5	11	11	12
727684	0	0	0	0	0	0	0	0	0	0	0	0	0
114827	6	1	0	1	3	1	10	1	3	0	0	15	13
101927417	1	1	0	1	1	0	1	1	2	1	0	4	3
101927441	25	15	18	21	18	18	36	11	15	35	19	33	36
79180	5676	9253	3342	5273	7867	3334	5196	5974	6218	7210	7414	7534	3956
11330	3	6	3	3	7	2	5	2	1	5	1	2	5
63036	0	1	0	0	0	0	0	0	0	1	0	3	0
105376767	1	0	0	1	1	0	1	1	1	0	1	0	4
51032	2	3	1	2	1	0	1	1	0	3	0	4	0
842	223	347	110	195	233	84	214	183	218	225	220	290	156
23341	201	268	128	149	198	122	280	107	132	246	166	445	321
107397391	0	0	0	0	0	0	0	0	0	0	0	0	0
79814	73	144	49	50	54	49	138	60	44	67	46	190	124
84301	415	504	248	242	348	153	259	185	248	430	287	670	422
6248	63	58	41	34	37	15	35	33	39	55	38	87	59
23207	865	1642	498	658	1259	606	1196	655	770	970	946	1758	823
284723	5	11	10	12	14	7	28	1	6	18	12	25	15
110806303	0	1	1	0	1	1	3	0	0	1	2	0	1
388595	0	0	0	0	0	0	0	0	0	0	0	0	0
54751	0	0	2	0	0	0	1	0	0	1	1	0	0
440567	76	183	63	66	118	94	196	116	85	97	131	232	271
729614	62	51	24	34	45	25	80	43	37	68	50	89	80
23013	1806	1856	630	1074	1348	408	1111	605	1126	1618	1346	2260	1243
7709	375	563	193	301	516	232	655	335	311	490	384	767	405
149563	0	0	0	0	0	0	0	0	0	0	0	0	0
27129	0	0	0	0	0	0	0	0	0	0	0	0	0
1187	0	0	0	0	0	0	0	0	0	3	0	0	0
1188	0	0	0	0	0	0	0	0	0	1	0	0	0
348487	0	0	0	0	0	0	0	0	0	0	0	0	0
1969	10	2	8	10	16	17	11	5	9	6	11	20	24
101927479	0	0	0	0	0	0	0	0	0	0	1	1	0
128272	45	117	33	39	59	62	152	42	29	74	60	172	103
101927546	39	8	1	18	18	23	10	10	16	19	19	14	8
79363	16	40	10	15	31	20	43	16	10	32	23	57	31
54455	467	600	221	292	435	193	363	262	333	456	329	608	330
26099	1016	1793	537	823	1113	741	1161	927	964	1111	1014	1741	1205
374955	574	1030	323	478	662	390	627	534	534	632	579	936	635
55707	1232	2331	682	849	1500	760	1376	1090	1221	1347	1148	2342	1284
107984921	26	37	16	22	27	9	53	17	15	27	18	71	60
114819	57	70	58	38	50	52	173	32	34	70	50	179	159
26871	3	5	3	2	5	6	8	7	3	3	3	11	12
107985757	0	0	0	0	0	0	0	0	0	0	0	0	0
100132147	13	1	0	1	1	0	3	2	0	1	0	0	1
107985758	1	0	0	0	0	0	0	0	0	0	0	0	0
7195	0	0	0	0	0	0	0	0	0	0	0	0	0
55672	268	250	150	146	215	118	250	100	123	184	189	396	296
105376794	462	210	224	211	355	414	1007	470	137	573	295	934	1343
84809	158	121	84	94	132	153	332	119	43	189	116	336	397
11209	6	11	10	8	12	10	58	8	5	13	13	47	36
107985736	0	1	3	1	1	0	5	0	0	1	3	4	3
26869	5	4	2	1	5	6	9	6	3	2	3	12	14
107985759	0	0	0	0	0	0	0	0	0	0	0	0	0
284729	4	1	1	4	2	7	2	0	0	5	2	7	6
100189045	0	0	0	0	0	0	0	0	0	0	0	0	0
6060	3	4	1	1	5	4	8	6	1	2	3	9	13
11223	4	7	15	7	15	3	36	6	4	15	18	51	16
100500876	0	0	0	0	0	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0	0	0	0	0	0
112267871	11	4	1	3	3	1	4	2	1	2	2	1	5
7193	0	0	0	0	0	0	0	0	0	0	0	0	0
100189183	0	0	0	0	0	0	0	0	0	0	0	0	0
105376805	17	75	27	27	44	39	83	47	29	39	50	76	72
791226	0	0	0	0	0	0	0	0	0	0	0	0	0
26870	5	4	2	1	4	4	8	5	2	2	3	11	10
9696	137	267	144	143	218	129	385	88	66	218	206	520	284
4237	0	0	0	0	0	0	0	0	0	0	0	0	0
105376806	0	0	0	0	0	0	0	0	0	0	0	0	0
23400	346	608	187	267	455	288	437	267	278	485	341	708	385
6390	489	874	274	440	547	270	594	521	460	477	565	852	729
11240	2232	5191	478	1166	2568	198	1767	2655	3773	1100	2259	1788	1288
105376808	0	0	0	0	0	0	0	0	0	0	1	0	0
400743	0	0	0	0	0	0	0	0	0	0	0	0	0
29943	0	0	0	0	0	0	0	0	1	0	0	0	0
51702	0	0	0	0	0	0	0	0	0	0	0	0	0
100616188	0	0	0	0	0	0	0	0	0	0	0	0	0
23569	975	1664	450	1177	2081	352	1178	663	2016	1656	1317	1380	569
353238	3	3	1	0	6	0	5	5	0	0	1	18	8
55920	1028	1380	464	706	958	476	755	599	687	1033	731	1697	658
55160	229	291	98	238	357	126	139	154	207	261	251	596	114
107984028	0	0	0	0	0	0	1	0	0	0	0	0	0
81569	0	0	0	0	0	0	0	0	0	0	0	0	0
105376809	0	0	0	0	0	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0	0	0	0	0	1
101927876	0	0	0	0	0	0	0	0	0	0	0	0	0
84966	0	0	0	0	0	0	0	0	0	0	0	0	0
105376814	0	0	1	0	0	0	1	1	0	1	0	0	1
127707	12	1	10	12	1	11	6	2	1	2	1	1	9
5081	0	0	0	0	0	0	0	0	0	0	0	0	0
80834	0	0	0	0	0	0	0	0	0	0	0	0	0
8659	49	74	23	35	69	34	61	47	47	48	58	116	41
100616120	0	0	0	0	0	0	0	0	0	0	0	0	0
100302276	0	0	0	0	0	0	0	0	0	0	0	0	0
126917	341	481	224	252	399	203	392	255	216	526	266	738	317
105376815	0	0	0	0	0	0	0	0	0	0	0	0	0
23352	1944	2118	919	1291	1882	650	1625	865	1162	2085	1465	3198	1583
101927895	10	17	7	4	8	6	14	6	6	8	6	30	11
23065	251	343	104	175	303	92	248	141	168	323	181	442	251
51154	176	366	75	100	180	109	271	154	93	145	146	392	309
246181	8	12	3	4	10	10	14	9	6	10	7	26	7
