GeneID	GSM8179740	GSM8179741	GSM8179743	GSM8179744	GSM8179745	GSM8179747	GSM8179751	GSM8179752	GSM8179754	GSM8179757	GSM8179758
100287102	5	35	16	9	48	9	29	28	12	16	10
653635	156	322	186	297	642	116	358	177	217	175	242
102466751	2	5	6	4	10	2	10	4	3	2	6
107985730	0	0	0	0	0	0	0	0	0	0	0
100302278	0	0	0	0	0	0	0	0	0	0	0
645520	0	0	0	0	1	0	0	0	0	1	1
79501	0	0	0	0	0	0	0	0	0	0	0
100996442	70	111	115	117	89	11	65	74	66	10	43
729737	922	1330	2249	2055	1812	335	608	1468	1585	396	572
102725121	4	46	13	9	47	10	27	28	9	14	11
102723897	165	327	229	313	673	107	343	196	213	164	244
102465909	2	5	5	3	10	3	10	4	2	2	5
107985721	1	1	0	0	0	0	0	0	0	0	0
112268260	7	13	12	7	11	2	6	6	6	2	8
729759	0	0	0	0	0	0	0	0	0	0	0
100132287	390	612	825	870	817	177	347	598	673	179	285
105378947	2	1	2	1	2	0	1	1	0	0	0
101928626	0	0	0	0	0	0	0	0	0	0	0
113219467	693	1367	1073	1835	2697	575	1958	1450	959	759	423
81399	1	2	6	1	2	0	1	1	2	0	2
100133331	376	580	804	823	767	183	341	593	604	158	280
107984841	45	64	89	77	54	14	41	50	50	8	24
107984847	37	63	106	77	93	13	51	62	55	4	27
107984849	11	19	29	33	21	3	15	18	19	4	10
100288069	54	66	74	83	50	8	42	40	50	10	24
105378580	7	6	17	8	15	2	7	4	5	3	9
400728	5	10	10	4	9	1	4	2	6	1	4
79854	8	11	8	11	10	3	7	8	7	3	20
643837	105	147	110	133	170	32	208	75	71	71	102
107984850	1	2	3	3	7	3	2	1	1	0	4
284593	1	2	2	1	3	0	2	2	2	1	2
284600	0	2	0	0	4	0	1	0	0	0	0
100130417	0	0	1	0	1	0	0	0	0	0	0
107985728	0	0	0	0	0	0	0	0	0	0	0
148398	17	42	15	26	46	11	32	14	19	10	11
26155	404	610	356	551	804	182	697	334	325	229	240
339451	25	58	69	106	216	56	78	80	83	48	62
84069	7	5	7	10	18	1	10	7	7	5	8
84808	1	0	1	1	3	0	1	1	0	1	1
57801	21	11	8	40	55	13	17	4	13	7	15
9636	951	433	684	3411	931	253	610	221	380	372	386
375790	77	50	58	192	105	28	71	33	42	26	22
100288175	2	4	4	3	4	2	8	2	0	3	3
112267874	0	1	1	0	4	0	3	1	0	2	3
105378948	4	12	15	17	27	9	23	8	7	12	17
401934	0	0	0	0	0	0	0	0	0	0	0
54991	27	77	86	87	212	46	105	60	80	64	55
254099	2	2	2	2	3	0	1	2	1	1	1
406984	0	0	0	0	0	0	0	0	0	0	0
406983	0	0	0	0	0	0	0	0	0	0	0
554210	0	0	0	0	0	0	0	0	0	0	0
100506376	0	1	1	0	0	0	0	1	0	3	0
254173	0	0	3	3	9	3	2	0	1	2	1
8784	19	41	19	33	114	30	40	19	41	47	53
7293	14	49	49	36	163	48	54	37	45	86	65
51150	978	1634	993	1658	2125	610	1682	821	1133	767	738
126792	137	314	142	195	344	75	180	122	143	111	149
388581	1	1	5	2	12	0	1	2	5	0	2
118424	371	641	433	619	758	194	566	358	419	268	293
101928895	4	8	18	21	31	2	15	13	9	6	11
6339	13	21	40	26	117	15	42	25	29	16	20
116983	194	436	395	480	1022	228	517	379	367	165	175
102465434	0	0	0	0	0	0	0	0	0	0	0
109623456	0	4	3	4	4	0	6	3	4	0	2
126789	50	98	67	82	122	45	77	61	64	56	48
54973	525	917	600	878	1416	310	1028	583	538	464	471
102465435	1	0	0	1	2	0	2	1	1	0	0
80772	178	330	180	272	331	117	250	131	166	136	95
83756	6	9	8	20	36	10	17	14	9	4	11
1855	143	254	188	261	442	172	312	185	208	144	202
102466740	0	0	0	0	0	0	0	0	0	0	0
54587	18	41	36	56	62	11	34	37	15	19	20
54998	324	621	382	570	681	242	425	251	460	393	329
81669	806	1404	1374	1426	2292	481	1743	920	935	549	1340
148413	201	345	196	333	391	119	320	163	228	201	169
55052	253	501	318	422	500	191	436	247	305	358	421
107984868	0	4	2	0	1	1	1	2	2	0	2
441869	0	2	6	2	1	0	2	0	1	1	0
105378585	0	0	0	0	0	1	0	0	0	2	0
643965	0	0	0	0	0	0	0	0	0	0	0
102724312	0	0	1	0	0	0	0	0	0	0	0
107985729	0	0	0	0	0	0	0	0	0	0	0
64856	0	0	0	0	0	0	1	0	0	0	0
219293	11	34	29	21	43	13	25	15	17	11	18
83858	113	211	264	223	515	102	346	173	148	154	223
55210	91	175	109	160	284	90	177	101	77	52	101
339453	0	0	2	2	3	0	4	0	1	0	2
29101	745	1203	757	1113	1379	427	1256	548	934	711	736
643988	36	68	38	74	70	23	104	31	35	37	23
105378586	2	1	0	1	1	1	1	0	1	1	1
142678	153	379	381	596	1594	222	566	388	468	186	196
8510	17	34	36	60	178	16	80	45	41	21	17
984	580	840	630	971	1253	228	1268	576	702	295	309
728661	1088	2151	1450	1826	2337	523	1560	1038	949	576	1048
8511	5	13	8	21	76	8	22	18	14	5	6
728642	501	705	491	838	1183	201	1401	443	583	280	305
9906	607	1294	1081	950	1398	347	1465	564	480	330	727
112268218	226	281	198	415	376	54	289	184	253	67	94
65220	4262	5256	3450	7729	5341	969	5090	3135	4311	1053	1346
2782	4553	5886	3498	6024	5970	1297	5647	3201	3713	1764	1544
105378949	4	1	1	2	0	1	1	0	1	0	2
163688	2	5	6	4	14	1	11	3	1	8	4
339456	0	0	0	0	0	0	0	2	0	3	0
85452	0	0	0	0	0	3	0	0	0	0	0
107984872	0	0	0	0	0	0	0	0	0	0	0
105378589	0	0	0	1	1	0	0	0	0	0	0
2563	1	2	0	0	0	1	0	3	1	1	0
105378590	0	0	0	0	0	0	0	0	0	0	0
105378591	0	0	0	0	0	0	0	0	0	0	0
5590	149	315	157	196	320	109	189	108	167	114	181
100506504	10	51	38	47	59	15	50	29	19	14	51
199990	138	309	188	303	420	161	218	135	226	169	203
112268219	9	54	44	51	117	34	62	49	46	24	27
105378593	0	0	0	1	3	0	1	0	0	0	1
6497	845	1401	714	1164	1339	270	1203	797	831	186	356
79906	16	26	20	29	55	15	27	9	21	9	34
100129534	8	14	12	14	44	6	29	10	8	7	22
11079	885	1508	1050	1428	1908	488	1375	786	1034	718	875
5192	84	157	129	163	232	82	150	80	95	83	100
9651	67	127	106	148	390	86	256	151	163	127	84
55229	257	471	298	436	548	119	480	259	251	155	205
388585	0	0	0	0	0	0	0	0	0	0	1
115110	79	167	155	196	413	87	215	121	138	78	107
8764	1323	2079	1719	2880	3668	1014	2012	1830	2154	1533	1581
100996583	7	21	13	7	28	5	13	8	13	12	15
127281	158	381	182	203	330	123	276	141	190	100	117
79258	14	36	17	23	38	13	29	13	20	11	12
105378597	2	0	0	0	1	0	0	0	0	0	0
100287898	8	10	8	13	26	7	6	6	11	10	8
105378603	0	0	0	0	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0	0	0	0	0
112268220	0	0	0	0	0	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0	0	0	0	0
105378600	0	0	0	0	0	0	0	0	0	0	0
105378598	0	0	0	0	0	0	1	0	0	0	0
107984904	0	0	0	0	0	0	0	0	0	0	0
105378599	0	0	0	0	0	0	0	0	0	0	0
140625	0	0	0	0	0	0	0	0	0	0	0
440556	0	0	0	0	0	0	1	0	0	1	1
63976	0	2	1	1	12	0	1	4	0	0	2
100422968	0	0	0	0	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0	0	0	0	0
107984909	0	0	0	0	0	0	2	0	0	0	0
105378605	0	0	0	0	0	0	0	0	0	0	0
105378604	0	1	0	0	0	0	1	0	0	0	0
27237	0	0	0	0	0	0	0	1	0	0	0
1953	355	585	448	566	565	193	445	331	405	215	275
105378608	0	0	0	0	0	0	0	0	0	0	0
693135	0	0	0	0	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0	0	0	0	0
127262	923	1323	791	1201	1280	324	1342	683	868	531	386
49856	180	328	196	351	480	104	322	191	207	165	131
7161	6	4	10	6	14	4	11	2	2	3	1
105378610	0	0	0	0	1	0	2	0	1	0	0
105378609	0	0	0	1	0	1	1	0	0	0	0
57212	147	331	240	244	401	103	341	157	155	109	265
148870	0	1	0	0	0	0	0	0	3	0	0
388588	106	28	37	43	23	415	101	91	24	454	55
57470	389	566	349	475	715	187	648	316	277	207	276
9731	255	363	210	344	536	88	367	178	186	84	173
1677	88	201	136	139	333	42	173	112	88	61	133
107984910	4	6	0	3	7	1	11	8	5	0	3
339448	177	339	205	294	480	118	295	175	213	159	221
100133612	2	5	2	8	6	0	0	2	2	2	1
728716	0	0	0	0	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0	0	0	0	0
107985376	57	53	27	62	84	45	78	40	26	68	6
55966	5	13	4	7	23	10	20	5	7	4	22
105376680	0	0	0	0	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0	0	0	0	0
105376686	0	0	0	0	0	0	0	0	0	0	0
100616421	0	0	0	0	0	0	0	0	0	0	0
261734	54	113	76	139	192	36	115	60	97	24	62
8514	2227	3650	1710	3251	4927	990	4130	2159	2042	1062	1097
26038	1	2	5	0	6	1	7	4	2	1	0
105376687	0	0	0	0	0	0	0	0	0	0	0
6146	2555	4033	2553	2776	3821	1519	3772	1637	2398	2315	3107
107985733	0	2	0	0	0	1	1	1	0	1	1
102724450	0	1	2	0	0	0	0	0	0	0	0
388591	7	15	5	4	40	5	22	3	11	14	7
23463	275	485	267	357	590	112	395	232	212	156	165
148645	1	0	1	1	1	0	1	0	0	1	0
390992	0	0	0	0	0	0	0	0	0	0	0
387509	15	30	10	29	76	18	77	15	14	14	20
11332	60	92	34	70	111	38	120	85	41	73	26
54626	0	0	0	0	0	0	0	0	0	0	0
83715	215	202	167	242	131	220	360	143	166	83	45
100422975	0	0	0	0	0	0	0	0	0	0	0
8718	223	474	424	377	803	233	431	263	306	322	497
57449	10	26	4	16	48	13	49	9	16	23	31
79707	289	445	226	355	495	130	516	209	202	95	285
80835	2	2	0	0	0	0	0	0	1	0	1
107984912	0	1	0	0	0	0	0	0	2	0	0
3104	232	518	337	515	653	204	573	321	336	220	342
9903	898	1784	1013	1621	1528	389	1381	977	1096	459	699
107984913	0	6	3	4	3	0	2	3	3	0	4
148479	134	232	140	161	179	38	213	119	122	58	58
90326	142	267	159	257	379	93	241	136	148	157	186
55735	247	412	232	335	489	101	425	190	188	100	150
100505887	0	0	0	0	0	0	0	0	0	0	0
110841581	1	1	0	1	4	0	2	0	0	0	2
23261	89	141	84	93	153	50	109	55	80	87	76
105376692	0	0	0	0	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0	0	0	0	0
101928836	0	0	0	0	0	0	0	0	0	0	0
105376691	0	0	0	0	0	0	0	0	0	0	0
105376689	2	0	4	5	5	0	4	3	0	2	0
9341	745	1011	659	1191	1288	234	1071	683	745	316	335
8863	60	124	71	77	126	17	113	49	113	35	52
10911	3	128	177	88	31	0	25	7	263	61	11
3604	255	116	51	49	105	9	83	72	81	19	49
11315	808	1372	855	1236	1630	528	1258	721	800	963	799
54206	1	12	6	9	20	6	12	7	9	2	3
107984915	0	0	1	0	0	0	0	0	0	0	0
102724539	0	0	0	0	0	0	0	0	0	0	0
105376695	0	0	0	0	0	0	0	0	0	0	0
50651	5	8	1	6	7	6	3	1	3	5	4
473	1877	2059	1577	2926	2311	530	2356	1379	1722	349	550
102724552	17	30	36	34	43	11	25	17	23	7	35
106632271	0	0	0	0	0	0	0	0	0	0	0
2023	5157	7425	4194	7203	8466	2045	8731	4013	4395	3288	1867
102465436	0	0	0	1	1	0	0	0	0	0	0
100505975	4	2	0	3	2	2	1	0	1	0	3
112268261	159	154	55	96	58	39	71	19	35	86	137
765	35	58	24	19	18	11	25	7	9	21	45
155184	1	0	1	1	0	0	0	0	0	3	0
6518	23	62	67	56	59	8	66	27	32	17	33
80045	109	138	78	147	78	58	91	106	57	31	74
106614088	0	0	2	4	4	0	1	0	2	1	0
407040	0	0	0	0	0	0	0	0	0	0	0
102724571	1	0	0	0	0	0	2	0	0	0	0
9563	927	1208	570	996	1151	232	1275	564	579	307	509
80176	24	56	21	51	79	14	48	34	21	12	21
100506022	2	4	1	0	0	0	0	1	0	0	0
84275	25	65	31	48	62	21	49	10	19	24	38
199953	43	62	46	67	89	31	94	47	32	18	33
107985734	3	2	5	3	4	2	4	1	1	0	1
105376712	1	2	2	2	1	2	5	0	3	1	1
5293	4711	7685	5007	8199	7495	1678	7279	4390	4832	2034	2383
644997	22	25	14	32	26	13	24	5	17	12	17
101929074	0	2	2	0	9	4	2	0	0	3	3
22883	936	1318	671	1116	1597	302	1582	848	630	355	371
56998	183	321	166	265	373	102	265	130	191	158	159
105376717	4	11	4	6	14	4	5	6	7	3	5
84328	343	458	302	475	534	104	458	239	233	149	186
64802	161	211	114	172	242	35	236	122	114	29	80
113391335	0	0	0	0	2	0	0	0	0	0	0
100847055	0	0	0	0	0	0	0	0	0	0	0
116362	122	247	133	362	430	116	200	132	276	83	201
10277	685	1011	449	855	754	160	822	486	501	166	255
23095	437	422	354	675	409	74	462	288	370	55	121
105376725	4	2	0	4	1	0	0	1	4	2	3
5226	2668	3749	1981	5023	3898	777	4342	2004	2880	1000	945
100526739	11	16	9	9	10	2	10	4	7	14	13
378708	15	19	10	10	15	4	14	6	8	8	15
1325	2	2	2	0	2	1	1	2	3	6	3
1676	229	486	234	356	377	121	406	170	173	111	199
5195	126	219	124	174	243	51	203	81	132	93	82
54897	86	119	81	180	211	43	161	86	88	35	65
105376733	0	0	0	0	0	0	0	0	0	0	0
105376735	0	1	0	0	0	0	0	0	0	0	0
148345	7	7	5	7	17	3	11	3	9	2	3
23435	1031	1485	1017	1281	1794	302	1616	706	715	424	625
10747	35	64	63	53	62	26	59	35	32	11	70
6723	306	527	352	411	632	207	535	240	264	270	274
5394	496	744	405	610	802	182	854	342	291	200	258
105376736	4	11	6	7	5	2	9	3	6	2	4
2475	597	901	551	832	976	202	900	462	464	178	385
100873935	4	5	3	6	7	2	10	6	5	2	2
10218	1	0	0	0	0	0	0	0	0	0	0
29914	341	614	378	438	598	173	528	245	228	272	312
105376737	0	0	0	0	0	0	0	0	0	0	0
105376739	0	0	0	0	0	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0	0	0	0	0
57540	2	8	7	4	8	1	3	2	4	5	3
112268221	0	2	0	1	2	1	0	1	0	0	0
101929181	0	0	0	0	0	0	0	0	0	0	0
26232	15	40	19	50	77	29	23	9	12	31	13
93611	131	316	229	343	623	161	382	205	191	208	164
26270	178	212	177	598	334	86	258	132	161	110	85
10459	143	252	162	224	361	94	233	94	138	179	133
374946	14	27	41	57	59	22	202	12	18	16	8
57085	1104	1453	1014	1830	1817	495	1413	1192	1127	953	694
284498	80	134	77	107	127	41	124	55	85	33	41
102724659	0	0	0	0	0	0	0	0	0	0	0
4524	432	756	362	654	742	192	711	345	348	185	275
1185	177	291	211	241	305	80	240	131	151	55	142
100379251	15	37	37	48	43	15	35	20	21	8	22
4878	3	5	6	8	14	13	4	9	3	7	8
4879	0	0	0	0	0	0	0	0	0	0	0
26829	0	0	0	0	0	0	0	0	0	1	0
90231	635	1154	600	1156	1257	339	988	575	741	488	462
5351	504	858	316	1038	1079	170	971	575	537	198	178
9927	1409	1991	1022	2074	1875	330	2052	991	1424	521	426
60672	264	427	329	504	648	188	393	285	325	317	172
102466982	0	0	1	0	0	0	0	1	0	0	0
943	212	252	115	250	343	71	293	126	242	85	56
102465836	1	1	1	0	1	0	0	0	1	0	0
7133	8940	10650	5806	11756	10352	2859	10491	6510	7538	3187	2430
100616438	1	0	0	2	1	1	0	0	0	0	0
107984917	13	10	7	14	11	0	9	7	8	1	1
55187	949	1154	681	947	1123	186	1082	522	508	161	409
677885	2	3	1	2	3	1	1	1	2	1	1
105376744	2	10	11	7	8	1	6	8	1	2	5
9249	167	413	162	203	330	150	420	113	179	200	156
102466722	0	0	0	1	1	0	0	0	0	0	1
343066	0	0	0	0	0	0	0	0	0	0	0
126767	0	0	0	0	0	0	1	0	0	0	0
93190	0	0	0	0	0	0	0	0	0	0	0
390999	0	0	0	0	0	0	0	0	0	0	0
65121	0	0	0	0	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0	0	0	0	0
440560	0	0	0	0	0	0	0	0	0	0	0
343069	60	110	62	93	91	27	88	47	67	40	40
65122	0	0	0	0	0	0	0	0	0	0	0
400735	0	0	0	0	0	0	0	0	0	0	0
343071	0	0	0	0	0	0	0	0	0	0	0
441871	0	0	0	0	0	0	0	0	0	0	0
440561	0	0	0	0	0	0	0	0	0	0	0
101929983	0	0	0	0	0	0	0	0	0	0	0
649330	0	1	1	0	0	0	0	0	1	0	0
441873	0	0	0	0	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0	0	0	0	0
440563	38	68	40	54	58	14	58	31	40	25	23
645354	0	0	0	0	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0	0	0	0	0
101060301	0	1	1	0	0	0	0	0	0	0	0
343070	0	0	0	0	0	0	0	0	0	0	0
400736	0	0	0	0	0	0	0	0	0	0	0
391003	0	0	0	0	0	0	0	0	0	0	0
343068	0	0	0	0	0	0	0	0	0	0	0
391002	0	0	0	0	0	0	0	0	0	0	0
645382	0	0	0	0	0	0	0	0	0	0	0
653619	0	0	0	0	0	0	0	0	0	0	0
729528	0	0	0	0	0	0	0	0	0	0	0
645414	0	0	0	0	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	0	0	0	0	0
126755	1	2	0	0	2	0	2	0	0	0	1
102724856	0	0	0	0	1	0	0	0	0	0	3
107984918	0	1	0	0	0	0	0	0	0	0	0
10630	0	0	0	0	0	0	0	0	0	0	0
107984919	0	0	0	0	0	0	0	0	0	0	0
105378612	0	0	0	0	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0	0	0	0	0
7799	988	1377	876	1196	1332	241	1226	668	746	201	557
23254	29	61	56	95	95	2	3	29	78	3	58
107985467	0	0	0	0	0	1	0	0	0	0	0
107985468	0	0	0	0	0	0	0	0	0	0	0
105376762	0	0	0	0	0	0	0	0	0	0	0
105376759	0	0	0	0	0	0	0	0	0	0	0
107985469	0	0	0	0	0	0	0	0	0	0	0
200197	3	2	6	4	11	0	1	3	1	0	4
55092	29	11	1	8	21	9	8	6	10	3	4
727684	0	0	0	0	0	0	0	0	0	0	0
114827	2	3	2	4	32	3	5	2	1	3	8
101927417	1	1	0	3	5	1	1	1	3	0	1
101927441	13	21	31	39	45	11	12	20	21	11	24
79180	5548	7457	5541	9670	9726	2563	7611	4874	6816	2747	2433
11330	2	7	4	5	14	1	8	2	4	2	2
63036	0	2	0	0	0	0	1	0	0	0	0
105376767	0	0	2	0	0	0	0	0	1	0	0
51032	0	4	0	2	1	0	3	0	1	0	1
842	168	343	188	338	336	58	287	165	199	119	99
23341	221	358	211	269	413	74	303	162	122	73	193
107397391	0	0	0	0	0	0	0	0	0	0	0
79814	66	167	101	87	82	43	110	43	43	61	75
84301	442	601	394	449	608	108	498	294	291	102	243
6248	71	85	48	59	72	11	69	36	44	16	35
23207	791	1267	736	1283	1549	413	1446	694	858	476	527
284723	4	14	24	16	43	9	11	12	10	6	7
110806303	0	0	5	0	2	1	1	0	1	1	0
388595	0	0	0	0	0	0	0	0	0	0	0
54751	0	2	2	0	2	1	4	1	0	0	0
440567	97	139	100	127	225	80	106	56	96	125	190
729614	45	62	39	65	77	18	40	33	47	49	47
23013	1741	1918	1079	1944	1850	306	1866	1061	1265	196	752
7709	346	543	370	541	722	176	524	356	375	220	236
149563	0	0	0	0	0	0	0	0	0	0	0
27129	0	0	0	2	0	0	0	0	0	0	0
1187	0	0	1	0	2	0	1	0	0	0	0
1188	0	0	0	0	0	0	1	0	0	0	0
348487	0	0	0	0	0	0	0	0	0	0	0
1969	9	27	7	18	24	3	13	5	14	4	15
101927479	0	0	1	0	1	1	0	0	0	0	0
128272	39	176	69	63	215	52	97	58	54	50	43
101927546	47	52	14	31	36	15	14	12	17	17	7
79363	13	35	18	38	41	11	37	16	23	16	19
54455	414	665	372	555	639	119	678	319	278	155	206
26099	999	1745	937	1519	1774	540	1464	770	948	674	756
374955	577	1004	511	862	1013	281	843	442	528	349	368
55707	1197	1831	1078	1605	1802	564	1744	875	1014	1000	808
107984921	24	47	36	30	41	10	36	12	11	3	45
114819	60	105	84	71	155	45	100	79	41	26	106
26871	3	3	5	4	10	4	3	2	3	7	10
107985757	0	0	0	0	0	0	0	0	0	0	0
100132147	10	1	1	2	4	0	5	0	0	1	1
107985758	1	0	1	0	0	0	1	0	0	0	0
7195	0	0	0	0	0	0	0	0	0	0	1
55672	232	320	232	289	368	92	406	119	167	100	177
105376794	492	636	362	407	1057	286	758	384	306	185	816
84809	159	225	137	166	358	107	246	126	119	111	260
11209	6	16	18	12	30	8	26	12	6	10	17
107985736	2	4	3	4	5	1	3	1	0	1	1
26869	3	3	3	4	14	5	4	2	3	6	9
107985759	0	0	0	0	0	0	0	0	0	0	0
284729	5	3	5	6	6	3	7	3	4	3	7
100189045	0	0	0	0	0	0	0	0	0	0	0
6060	3	4	3	4	10	5	3	1	3	6	10
11223	9	26	23	16	19	4	23	10	11	7	11
100500876	0	0	0	0	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0	0	0	0	0
112267871	8	5	3	2	8	1	6	1	0	0	1
7193	1	0	0	1	1	0	1	0	0	0	0
100189183	0	0	0	0	0	0	0	0	0	0	0
105376805	13	64	47	37	69	23	44	17	43	35	54
791226	0	0	0	0	0	0	0	0	0	0	0
26870	3	3	3	4	10	5	2	2	3	7	8
9696	155	292	206	272	495	102	381	169	172	103	146
4237	1	0	0	0	0	0	0	0	0	0	0
105376806	0	0	0	0	0	0	0	0	0	0	0
23400	349	626	327	507	766	196	711	330	317	208	221
6390	462	766	450	756	898	197	546	315	533	386	422
11240	2030	2092	685	2062	2136	128	902	740	2124	279	777
105376808	0	0	0	0	0	0	0	0	1	0	0
400743	0	0	0	0	0	0	0	0	0	0	0
29943	0	0	0	0	0	0	0	0	0	0	0
51702	0	0	0	0	0	0	0	0	0	0	0
100616188	0	0	0	0	0	0	0	0	0	0	0
23569	958	1377	705	2046	2040	245	1179	1154	1195	230	368
353238	9	0	6	1	40	0	8	2	0	1	0
55920	989	1335	804	1332	1653	344	1599	635	720	295	412
55160	232	317	199	505	481	98	332	170	224	81	77
107984028	0	0	0	0	0	0	0	0	0	0	0
81569	0	0	0	0	0	0	0	0	0	0	0
105376809	0	0	0	0	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0	0	0	0	0
101927876	0	0	0	0	0	0	0	0	0	0	0
84966	0	0	0	0	0	0	0	0	0	0	0
105376814	1	1	1	1	2	0	1	0	0	0	1
127707	12	4	7	17	6	9	9	3	4	1	2
5081	0	0	0	0	0	0	0	0	0	0	0
80834	0	0	0	0	0	0	0	0	0	0	0
8659	39	45	57	64	100	21	106	32	38	21	29
100616120	0	0	0	0	0	0	0	0	0	0	0
100302276	0	0	0	0	0	0	0	0	0	0	0
126917	325	686	298	479	658	158	855	310	256	146	209
105376815	0	0	0	0	0	0	0	0	0	0	0
23352	1888	2201	1386	2273	2719	509	2553	1408	1342	499	933
101927895	13	14	4	10	15	5	17	6	9	8	8
23065	228	391	182	334	462	81	479	215	174	121	146
51154	161	294	145	215	300	108	272	93	156	160	191
246181	7	22	10	12	11	5	21	7	7	10	3
22977	6	16	9	9	7	4	38	6	4	8	4
100506730	19	17	11	21	24	5	31	7	3	4	11
8574	218	391	206	329	455	151	295	165	157	330	168
54896	96	140	69	120	205	28	130	83	80	89	68
832	4378	6584	3770	6323	5982	1676	6463	2983	4051	2659	1925
105376819	0	0	0	1	1	0	0	0	0	1	0
105376818	0	0	0	0	0	0	0	0	0	0	0
105376817	1	0	0	0	0	0	0	0	0	0	1
105378614	0	0	0	0	0	0	0	0	0	0	0
440574	244	340	253	389	478	106	368	164	227	245	291
100532736	35	44	13	20	27	8	46	12	13	28	27
644068	90	157	128	134	239	109	116	94	148	184	262
4681	30	35	7	12	14	7	41	10	4	26	20
3362	5	28	1	2	11	2	1	0	0	0	15
255104	159	323	183	283	361	91	300	167	146	115	151
54546	0	0	0	0	0	0	0	0	0	0	0
105376823	0	0	0	0	1	0	0	0	0	0	0
23252	97	158	114	115	187	33	130	68	70	45	135
30814	0	0	0	0	0	0	0	0	0	0	0
5320	0	0	0	0	0	0	0	0	0	0	0
5322	0	0	0	1	0	0	0	0	0	3	0
26279	9	6	10	12	11	2	14	1	6	8	3
64600	0	0	0	0	0	0	0	0	0	0	0
391013	0	1	1	2	3	0	0	0	1	2	6
127733	13	51	25	32	66	10	72	20	16	14	22
101928017	5	4	1	5	5	0	3	2	3	6	6
105376825	0	2	1	0	1	0	1	1	0	0	1
105376826	0	0	0	0	0	0	0	0	0	0	0
105376827	0	0	0	0	0	0	0	0	0	0	0
105376828	0	0	0	0	0	0	0	0	0	0	0
127731	0	3	0	0	3	0	0	1	0	0	3
339505	0	0	0	0	0	0	0	0	0	0	0
55450	3	39	7	13	31	8	27	8	15	12	11
79594	344	488	260	422	580	120	509	237	313	203	166
163933	0	0	0	0	0	0	0	0	0	0	0
978	1133	1484	641	2855	1157	376	1117	947	1531	390	660
65018	761	1039	1394	1252	959	591	1076	666	1005	897	342
102464833	0	1	3	4	2	3	1	1	2	0	1
100861548	527	729	903	893	753	357	788	493	698	574	270
1650	1264	2256	1299	1823	2634	708	2124	1002	1215	1277	1173
57576	2	2	2	2	2	0	2	0	0	0	4
400745	0	0	1	1	2	0	0	0	0	0	0
112268222	278	370	228	306	500	71	420	189	187	77	129
50809	1412	2281	1159	1726	2137	346	1897	863	927	342	824
8672	480	607	368	841	839	92	736	343	435	85	137
105376830	1	0	0	1	2	0	0	0	0	0	0
105376829	0	0	0	1	1	0	0	0	0	0	0
100302155	0	0	0	0	0	0	0	0	0	0	0
1889	2994	3376	2378	3293	2781	631	2886	2277	2268	779	682
100506801	30	35	27	24	29	10	19	23	14	4	19
105376832	0	0	0	0	0	0	0	0	0	0	0
84224	96	220	139	126	189	64	143	106	56	29	80
249	2017	2083	5792	4057	2480	472	2775	2590	3431	900	735
105376834	5	8	14	12	4	1	7	5	12	1	2
5909	4	5	97	10	23	48	9	31	89	138	6
84196	679	1111	771	1031	1352	187	1061	542	586	187	554
401944	5	11	12	13	18	5	15	6	9	4	4
3339	22	39	39	33	51	11	53	21	37	11	16
23436	0	0	0	0	0	0	0	0	0	0	0
10136	0	0	0	0	0	0	0	0	0	0	0
101928043	0	3	1	5	4	1	4	2	1	1	5
29092	169	166	111	141	224	49	159	139	107	187	270
112268223	8	4	1	6	7	0	10	3	2	4	5
998	3779	4851	3448	5032	5365	1238	4310	2405	3173	1679	2009
54361	6	6	8	3	10	4	4	2	2	0	5
105376845	0	1	0	0	0	0	0	0	0	0	0
105376850	0	0	0	0	2	0	0	0	0	0	1
107985377	0	0	0	0	0	0	0	0	0	0	0
100616433	0	0	0	0	0	0	0	0	0	0	0
105376856	0	0	0	0	0	0	0	0	0	0	0
9923	621	915	762	815	1419	277	1103	551	484	271	715
2046	0	0	0	0	0	0	0	0	0	0	0
102466615	0	0	0	0	0	0	0	0	0	0	0
